id,anno,gender,geographical_area,age,edu_qualification,employment_status,age_class,FA1,FA2,FA3,FA,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK,FB1,FB2,FB3,FB4,FB5,FB6,FB7,FB8,FB,FL,age_score,age_label
2358,2023,F,Centre,26.0,3.0,Student,18-29,4,3,2,3.0,1,1,1,0,0,1,1,5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,13.0,1,Giovani
2359,2023,F,Islands,76.0,6.0,Retired,70+,3,4,4,3.67,1,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.67,3,Anziani
2360,2023,F,Centre,70.0,5.0,Retired,70+,3,3,5,3.67,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,14.67,3,Anziani
2361,2023,M,Centre,26.0,5.0,Self-employed,18-29,2,3,2,2.33,1,1,0,0,1,1,1,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,12.33,1,Giovani
2362,2023,F,North-east,29.0,3.0,Employed,18-29,3,3,2,2.67,0,0,0,0,0,1,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.67,1,Giovani
2363,2023,F,Centre,45.0,5.0,Employed,40-49,2,2,2,2.0,1,1,1,0,1,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,2,Adulti
2364,2023,M,Centre,55.0,5.0,Employed,50-59,3,4,3,3.33,0,1,0,0,1,1,0,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,11.33,2,Adulti
2365,2023,F,South,68.0,8.0,Retired,60-69,2,5,-97,3.33,0,0,0,0,1,1,1,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,12.33,3,Anziani
2366,2023,F,Centre,68.0,5.0,Retired,60-69,3,5,5,4.33,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,16.33,3,Anziani
2367,2023,F,Centre,48.0,5.0,Employed,40-49,3,4,3,3.33,1,1,1,1,1,1,1,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33,2,Adulti
2368,2023,M,North-west,67.0,5.0,Retired,60-69,3,-99,-99,3.0,0,1,1,0,1,1,1,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12.0,3,Anziani
2369,2023,F,South,32.0,2.0,Self-employed,30-39,3,5,5,4.33,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,17.33,1,Giovani
2370,2023,M,Centre,54.0,5.0,Self-employed,50-59,4,3,3,3.33,1,1,1,0,1,1,1,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,13.33,2,Adulti
2371,2023,M,North-east,32.0,5.0,Employed,30-39,4,3,5,4.0,0,1,1,0,1,1,1,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,1,Giovani
2372,2023,M,Centre,77.0,7.0,Retired,70+,3,4,4,3.67,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.67,3,Anziani
2373,2023,F,North-east,23.0,7.0,Employed,18-29,3,3,3,3.0,1,1,0,0,0,1,1,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,1,Giovani
2374,2023,M,North-west,76.0,5.0,Retired,70+,3,2,3,2.67,1,1,0,0,0,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.67,3,Anziani
2375,2023,M,Centre,45.0,5.0,Employed,40-49,2,3,4,3.0,0,1,1,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,12.0,2,Adulti
2376,2023,F,Centre,66.0,5.0,Retired,60-69,5,4,5,4.67,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,15.67,3,Anziani
2377,2023,F,Centre,46.0,4.0,Employed,40-49,4,3,3,3.33,1,1,1,0,1,1,1,6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,14.33,2,Adulti
2378,2023,M,Centre,52.0,3.0,Self-employed,50-59,3,3,4,3.33,0,1,1,0,1,1,1,5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,13.33,2,Adulti
2379,2023,M,North-west,22.0,5.0,Employed,18-29,4,3,3,3.33,1,1,0,0,1,1,0,4,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,15.33,1,Giovani
2380,2023,M,Centre,76.0,7.0,Retired,70+,3,3,3,3.0,1,1,1,1,1,1,1,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,3,Anziani
2381,2023,F,North-west,36.0,3.0,Employed,30-39,3,2,3,2.67,0,1,1,0,0,1,1,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,10.67,2,Adulti
2382,2023,M,North-east,48.0,2.0,Self-employed,40-49,4,3,4,3.67,1,1,1,1,1,1,1,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.67,2,Adulti
2383,2023,M,Islands,36.0,5.0,Employed,30-39,2,3,5,3.33,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.33,2,Adulti
2384,2023,M,Centre,51.0,5.0,Employed,50-59,2,2,2,2.0,1,1,0,0,1,1,1,5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,13.0,2,Adulti
2385,2023,F,Centre,32.0,3.0,Self-employed,30-39,3,-97,-97,3.0,1,1,1,0,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,13.0,1,Giovani
2386,2023,M,South,52.0,5.0,Self-employed,50-59,2,2,3,2.33,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.33,2,Adulti
2387,2023,M,Centre,31.0,5.0,Employed,30-39,3,3,3,3.0,1,0,1,1,0,1,0,4,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,13.0,1,Giovani
2388,2023,F,Centre,38.0,4.0,Employed,30-39,3,4,3,3.33,0,0,0,0,1,1,0,2,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,12.33,2,Adulti
2389,2023,M,Centre,62.0,5.0,Employed,60-69,2,3,3,2.67,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.67,3,Anziani
2390,2023,F,Centre,75.0,5.0,Retired,70+,4,4,4,4.0,0,1,1,1,1,1,0,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,14.0,3,Anziani
2391,2023,M,Centre,-99.0,5.0,Employed,Unknown,-97,-97,4,3.33,1,1,1,0,1,1,0,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,11.33,1,Giovani
2392,2023,M,Centre,63.0,5.0,Employed,60-69,3,5,5,4.33,1,1,0,0,0,1,1,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,12.33,3,Anziani
2393,2023,F,Centre,-99.0,5.0,Employed,Unknown,4,3,3,3.33,0,1,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,11.33,1,Giovani
2394,2023,M,Centre,51.0,4.0,Employed,50-59,3,3,3,3.0,1,1,1,1,0,1,0,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.0,2,Adulti
2395,2023,F,North-east,47.0,3.0,Employed,40-49,4,4,4,4.0,1,1,0,0,0,1,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,2,Adulti
2396,2023,M,South,24.0,5.0,Employed,18-29,3,3,3,3.0,1,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1,Giovani
2397,2023,F,Centre,30.0,7.0,Homemaker,30-39,-98,5,5,4.33,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.33,1,Giovani
2398,2023,F,Centre,29.0,4.0,Employed,18-29,4,-97,-97,3.33,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.33,1,Giovani
2399,2023,F,Centre,73.0,7.0,Homemaker,70+,4,3,3,3.33,0,0,0,0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.33,3,Anziani
2400,2023,M,Islands,73.0,7.0,Retired,70+,3,3,3,3.0,1,0,0,0,0,1,0,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,10.0,3,Anziani
2401,2023,M,Islands,53.0,5.0,Employed,50-59,3,4,3,3.33,1,1,1,0,0,1,0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,12.33,2,Adulti
2402,2023,F,North-west,43.0,2.0,Employed,40-49,2,1,1,1.33,0,1,1,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,15.33,2,Adulti
2403,2023,F,Islands,66.0,7.0,Retired,60-69,3,5,5,4.33,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.33,3,Anziani
2404,2023,M,Islands,30.0,2.0,Employed,30-39,3,4,4,3.67,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,17.67,1,Giovani
2405,2023,F,Islands,60.0,5.0,Retired,60-69,4,4,4,4.0,0,0,0,0,1,1,0,2,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,12.0,3,Anziani
2406,2023,M,Islands,70.0,7.0,Retired,70+,4,5,5,4.67,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,15.67,3,Anziani
2407,2023,M,Islands,46.0,3.0,Employed,40-49,3,3,4,3.33,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,18.33,2,Adulti
2408,2023,M,Islands,70.0,5.0,Retired,70+,3,2,4,3.0,1,1,1,1,1,1,0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,13.0,3,Anziani
2409,2023,M,Islands,72.0,3.0,Retired,70+,3,3,3,3.0,1,1,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,3,Anziani
2410,2023,M,Islands,65.0,5.0,Retired,60-69,2,3,2,2.33,1,0,1,1,0,1,0,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,12.33,3,Anziani
2411,2023,F,South,49.0,2.0,Employed,40-49,5,3,3,3.67,1,1,1,0,1,1,1,6,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,15.67,2,Adulti
2412,2023,F,South,44.0,4.0,Homemaker,40-49,3,4,3,3.33,1,1,0,0,0,1,0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,10.33,2,Adulti
2413,2023,M,North-east,45.0,5.0,Self-employed,40-49,2,3,2,2.33,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,8.0,17.33,2,Adulti
2414,2023,M,South,44.0,4.0,Employed,40-49,4,4,3,3.67,1,1,1,1,0,1,0,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.67,2,Adulti
2415,2023,F,North-west,67.0,5.0,Retired,60-69,4,4,3,3.67,1,1,0,0,0,1,0,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,10.67,3,Anziani
2416,2023,M,South,44.0,5.0,Employed,40-49,3,2,4,3.0,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.0,2,Adulti
2417,2023,M,South,18.0,5.0,Student,18-29,3,1,1,1.67,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.67,1,Giovani
2418,2023,F,South,59.0,5.0,Homemaker,50-59,2,3,2,2.33,1,1,1,0,1,1,0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,11.33,2,Adulti
2419,2023,F,North-west,26.0,3.0,Employed,18-29,5,4,4,4.33,0,1,1,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,16.33,1,Giovani
2420,2023,F,South,69.0,7.0,Retired,60-69,5,5,5,5.0,0,0,0,0,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,12.0,3,Anziani
2421,2023,M,South,55.0,5.0,Employed,50-59,2,4,3,3.0,1,1,1,0,0,1,0,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,13.0,2,Adulti
2422,2023,F,North-west,22.0,5.0,Student,18-29,3,2,2,2.33,0,1,0,0,0,1,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.33,1,Giovani
2423,2023,F,North-east,47.0,5.0,Employed,40-49,4,4,4,4.0,1,1,1,1,1,1,1,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0,2,Adulti
2424,2023,M,South,76.0,6.0,Retired,70+,4,3,3,3.33,1,1,0,0,0,0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.33,3,Anziani
2425,2023,M,South,-99.0,5.0,Employed,Unknown,3,3,3,3.0,0,0,0,0,1,1,1,3,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,12.0,1,Giovani
2426,2023,M,South,54.0,5.0,Self-employed,50-59,3,3,3,3.0,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,14.0,2,Adulti
2427,2023,F,North-west,40.0,4.0,Employed,40-49,4,4,3,3.67,1,1,1,0,1,1,0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,12.67,2,Adulti
2428,2023,M,South,-99.0,2.0,Employed,Unknown,3,3,3,3.0,1,1,1,0,1,1,1,6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,14.0,1,Giovani
2429,2023,F,South,59.0,5.0,Employed,50-59,3,3,3,3.0,1,1,1,0,0,1,1,5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,14.0,2,Adulti
2430,2023,F,South,49.0,5.0,Employed,40-49,5,3,4,4.0,0,0,0,0,0,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,2,Adulti
2431,2023,M,South,77.0,5.0,Retired,70+,3,4,3,3.33,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.33,3,Anziani
2432,2023,F,South,70.0,5.0,Retired,70+,5,4,4,4.33,1,1,0,0,0,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.33,3,Anziani
2433,2023,F,South,62.0,5.0,Retired,60-69,1,4,3,2.67,1,1,0,0,1,1,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.67,3,Anziani
2434,2023,F,South,68.0,7.0,Homemaker,60-69,2,3,3,2.67,1,1,0,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,13.67,3,Anziani
2435,2023,F,Centre,25.0,4.0,Unemployed,18-29,2,4,4,3.33,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.33,1,Giovani
2436,2023,M,South,30.0,5.0,Employed,30-39,2,3,3,2.67,1,1,1,0,1,1,1,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,12.67,1,Giovani
2437,2023,M,South,70.0,5.0,Retired,70+,4,4,4,4.0,1,1,1,0,0,1,0,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.0,3,Anziani
2438,2023,M,South,65.0,2.0,Self-employed,60-69,3,3,3,3.0,1,1,1,1,1,1,1,7,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,15.0,3,Anziani
2439,2023,M,South,62.0,5.0,Self-employed,60-69,3,4,4,3.67,1,1,1,0,1,1,1,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.67,3,Anziani
2440,2023,M,South,72.0,6.0,Retired,70+,3,3,4,3.33,0,0,0,0,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.33,3,Anziani
2441,2023,F,Centre,51.0,5.0,Employed,50-59,5,5,5,5.0,1,1,0,0,0,0,1,3,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.0,2,Adulti
2442,2023,F,South,31.0,5.0,Self-employed,30-39,3,4,4,3.67,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,14.67,1,Giovani
2443,2023,F,South,73.0,8.0,Retired,70+,2,2,4,2.67,0,1,1,0,1,1,1,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,11.67,3,Anziani
2444,2023,M,South,64.0,6.0,Self-employed,60-69,3,4,3,3.33,1,0,1,1,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,15.33,3,Anziani
2445,2023,M,Islands,31.0,2.0,Refused,30-39,3,3,3,3.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1,Giovani
2446,2023,F,South,46.0,5.0,Employed,40-49,3,3,3,3.0,1,1,1,1,1,1,0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,2,Adulti
2447,2023,M,North-west,78.0,7.0,Retired,70+,3,-99,3,3.0,1,0,0,0,1,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,12.0,3,Anziani
2448,2023,F,North-east,70.0,6.0,Retired,70+,3,3,2,2.67,1,1,1,1,1,1,1,7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,14.67,3,Anziani
2449,2023,M,South,32.0,6.0,Unemployed,30-39,3,3,2,2.67,1,1,1,0,1,1,1,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,11.67,1,Giovani
2450,2023,M,South,43.0,5.0,Self-employed,40-49,5,5,3,4.33,0,1,1,0,0,1,0,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,12.33,2,Adulti
2451,2023,M,North-west,53.0,5.0,Employed,50-59,3,2,3,2.67,1,1,0,0,0,1,0,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,9.67,2,Adulti
2452,2023,F,North-east,78.0,5.0,Retired,70+,2,5,3,3.33,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.33,3,Anziani
2453,2023,F,South,69.0,7.0,Homemaker,60-69,5,3,3,3.67,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.67,3,Anziani
2454,2023,F,Islands,29.0,2.0,Employed,18-29,2,3,3,2.67,1,1,1,0,0,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,16.67,1,Giovani
2455,2023,F,South,70.0,5.0,Retired,70+,2,2,2,2.0,1,1,1,1,1,1,0,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,12.0,3,Anziani
2456,2023,F,South,60.0,5.0,Retired,60-69,4,2,4,3.33,1,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.33,3,Anziani
2457,2023,F,South,40.0,5.0,Homemaker,40-49,5,3,3,3.67,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,11.67,2,Adulti
2458,2023,F,South,29.0,5.0,Homemaker,18-29,2,3,3,2.67,0,0,0,0,0,1,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,8.67,1,Giovani
2459,2023,F,South,44.0,3.0,Employed,40-49,5,2,2,3.0,1,1,1,0,0,1,1,5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,14.0,2,Adulti
2460,2023,M,South,32.0,5.0,Employed,30-39,3,4,4,3.67,1,1,1,0,1,1,0,5,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,16.67,1,Giovani
2461,2023,M,Islands,54.0,5.0,Self-employed,50-59,4,4,3,3.67,0,1,1,0,0,1,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.67,2,Adulti
2462,2023,M,Islands,45.0,2.0,Employed,40-49,2,4,3,3.0,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.0,2,Adulti
2463,2023,F,Islands,38.0,6.0,Employed,30-39,3,3,2,2.67,0,1,1,0,1,1,1,5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,12.67,2,Adulti
2464,2023,M,Islands,20.0,5.0,Student,18-29,3,2,2,2.33,1,0,0,0,1,0,0,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,8.33,1,Giovani
2465,2023,F,Islands,32.0,3.0,Employed,30-39,4,5,4,4.33,0,1,1,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,16.33,1,Giovani
2466,2023,M,Islands,55.0,5.0,Employed,50-59,3,-99,3,3.0,0,0,1,1,0,1,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,2,Adulti
2467,2023,F,South,78.0,6.0,Employed,70+,1,2,3,2.0,0,1,0,0,0,1,1,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,8.0,3,Anziani
2468,2023,F,North-west,78.0,5.0,Retired,70+,3,4,3,3.33,0,1,0,0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,10.33,3,Anziani
2469,2023,M,North-west,-99.0,5.0,Employed,Unknown,4,3,4,3.67,0,1,0,0,1,0,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.67,1,Giovani
2470,2023,M,South,32.0,5.0,Employed,30-39,4,4,4,4.0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,9.0,1,Giovani
2471,2023,F,South,72.0,7.0,Retired,70+,4,4,4,4.0,0,1,0,0,1,0,0,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,3,Anziani
2472,2023,M,South,35.0,5.0,Employed,30-39,4,4,4,4.0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,1,Giovani
2473,2023,M,South,72.0,4.0,Retired,70+,5,5,4,4.67,1,0,0,0,1,0,1,3,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,13.67,3,Anziani
2474,2023,M,North-west,64.0,6.0,Employed,60-69,5,5,5,5.0,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,21.0,3,Anziani
2475,2023,M,Centre,68.0,5.0,Retired,60-69,4,4,3,3.67,1,1,1,1,0,1,0,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.67,3,Anziani
2476,2023,M,South,18.0,7.0,Student,18-29,5,-97,-97,3.67,1,1,0,0,1,1,0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,12.67,1,Giovani
2477,2023,M,Centre,61.0,5.0,Employed,60-69,-97,-97,3,3.0,1,1,1,0,1,1,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,3,Anziani
2478,2023,F,South,77.0,8.0,Unemployed,70+,4,2,3,3.0,1,1,1,0,0,1,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,3,Anziani
2479,2023,M,South,53.0,4.0,Employed,50-59,4,3,4,3.67,0,1,0,0,1,0,0,2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,10.67,2,Adulti
2480,2023,M,Islands,54.0,5.0,Employed,50-59,-97,4,3,3.33,1,1,1,0,1,1,0,5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,12.33,2,Adulti
2481,2023,F,South,75.0,5.0,Homemaker,70+,3,4,3,3.33,1,1,1,0,1,0,1,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,11.33,3,Anziani
2482,2023,F,South,-99.0,5.0,Employed,Unknown,4,3,2,3.0,0,1,1,1,0,0,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,1,Giovani
2483,2023,F,South,34.0,2.0,Employed,30-39,3,4,4,3.67,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,14.67,1,Giovani
2484,2023,F,South,74.0,7.0,Retired,70+,4,4,4,4.0,0,1,0,0,1,1,0,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,11.0,3,Anziani
2485,2023,M,South,62.0,5.0,Employed,60-69,3,4,5,4.0,1,0,1,0,0,1,1,4,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,14.0,3,Anziani
2486,2023,M,North-west,77.0,7.0,Retired,70+,3,5,5,4.33,1,1,0,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,15.33,3,Anziani
2487,2023,F,South,44.0,2.0,Employed,40-49,3,4,4,3.67,1,1,1,0,1,1,1,6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,14.67,2,Adulti
2488,2023,F,South,69.0,5.0,Homemaker,60-69,3,2,3,2.67,1,1,1,0,0,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,14.67,3,Anziani
2489,2023,F,North-west,77.0,5.0,Retired,70+,4,4,4,4.0,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,18.0,3,Anziani
2490,2023,F,Centre,18.0,5.0,Student,18-29,4,4,2,3.33,0,1,0,0,1,1,0,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,10.33,1,Giovani
2491,2023,M,South,63.0,6.0,Self-employed,60-69,4,4,4,4.0,0,1,0,0,1,1,0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,14.0,3,Anziani
2492,2023,M,South,70.0,9.0,Retired,70+,-97,-97,-97,3.0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,3,Anziani
2493,2023,M,South,72.0,6.0,Retired,70+,4,2,4,3.33,0,1,0,0,1,1,0,3,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,11.33,3,Anziani
2494,2023,F,South,73.0,7.0,Homemaker,70+,3,3,3,3.0,1,1,0,0,0,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,3,Anziani
2495,2023,M,North-east,-99.0,5.0,Employed,Unknown,4,4,3,3.67,0,1,0,0,1,1,0,3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,12.67,1,Giovani
