id;gender;geographical_area;edu_qualification;employment_status;age_score;age_label;FA1;FA2;FA3;FA;FK1;FK2;FK3;FK4;FK5;FK6;FK7;FK;FB1;FB2;FB3;FB4;FB5;FB6;FB7;FB8;FB
3930;F;South;30;Employed;1;Giovani;4;2;3;3;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
3931;M;North-west;50;Employed;2;Adulti;3;3;4;3,33;0;1;1;0;1;1;1;5;1;1;0;0;0;0;0;1;3
3932;F;Centre;50;Employed;1;Giovani;5;2;2;3;1;1;1;1;1;1;1;7;1;1;0;1;0;1;0;1;5
3933;M;North-west;50;Retired;3;Anziani;3;2;2;2,33;1;1;1;0;0;0;0;3;1;1;1;1;1;1;0;1;7
3934;F;South;50;Unemployed;3;Anziani;4;4;4;4;1;1;1;1;0;0;0;4;0;1;0;0;0;0;0;1;2
3935;M;Islands;50;Retired;3;Anziani;4;3;4;3,67;1;1;1;1;0;1;0;5;1;1;0;1;1;0;0;1;5
3936;F;North-east;60;Retired;3;Anziani;1;2;4;2,33;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;4
3937;F;South;70;Homemaker;3;Anziani;4;2;3;3;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
3938;F;North-east;30;Employed;1;Giovani;3;3;3;3;0;1;1;0;1;1;1;5;1;0;1;1;0;0;1;1;5
3939;F;North-west;30;Employed;2;Adulti;4;4;3;3,67;1;1;1;0;0;1;0;4;1;1;0;1;0;1;0;1;5
3940;F;Islands;70;Homemaker;2;Adulti;2;4;2;2,67;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;4
3941;M;North-west;30;Retired;3;Anziani;3;2;2;2,33;1;1;1;0;1;1;1;6;0;1;0;1;0;0;2;1;5
3942;M;North-west;40;Employed;1;Giovani;4;3;3;3,33;0;1;0;0;1;1;1;4;1;0;1;1;0;0;2;1;6
3943;F;North-west;50;Employed;1;Giovani;2;4;4;3,33;0;1;1;0;0;1;0;3;1;1;0;1;1;1;0;1;6
3944;F;South;20;Employed;3;Anziani;4;4;2;3,33;1;0;1;1;1;1;1;6;1;1;1;1;1;1;2;1;9
3945;F;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;0;0;0;1;0;3;1;1;1;1;0;0;0;1;5
3946;F;North-west;30;Employed;2;Adulti;5;4;4;4,33;0;1;1;0;1;1;1;5;1;1;1;1;1;0;1;1;7
3947;F;North-west;70;Retired;3;Anziani;3;3;3;3;1;1;0;0;1;1;0;4;0;1;0;0;1;0;0;1;3
3948;M;North-west;50;Retired;3;Anziani;3;2;3;2,67;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;6
3949;M;North-west;40;Employed;2;Adulti;4;4;3;3,67;1;1;1;1;0;1;0;5;1;1;0;1;1;0;0;1;5
3950;M;North-west;50;Employed;2;Adulti;2;4;4;3,33;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
3951;M;North-west;50;Self-employed;1;Giovani;3;3;3;3;0;1;1;0;1;1;1;5;0;0;1;1;0;0;1;1;4
3952;M;North-west;70;Retired;3;Anziani;2;4;3;3;0;1;0;0;0;1;0;2;0;1;0;1;0;0;0;1;3
3953;F;South;50;Employed;1;Giovani;4;2;3;3;1;1;1;0;0;1;1;5;0;1;1;0;1;1;1;1;6
3954;M;North-west;70;Employed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
3955;M;North-west;70;Self-employed;2;Adulti;3;2;4;3;1;1;1;0;1;1;0;5;1;0;1;0;1;1;0;1;5
3956;F;North-west;90;Self-employed;1;Giovani;4;4;4;4;1;1;0;0;1;0;0;3;1;0;1;1;1;1;0;0;5
3957;M;South;50;Employed;2;Adulti;3;3;5;3,67;1;0;0;0;1;1;0;3;1;1;0;0;0;0;2;1;5
3958;M;Islands;50;Retired;3;Anziani;2;3;3;2,67;1;1;1;1;0;1;1;6;1;1;0;1;1;0;0;1;5
3959;M;North-east;50;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3
3960;F;North-west;50;Employed;1;Giovani;2;5;5;4;1;1;1;0;1;1;1;6;1;1;1;1;0;1;0;1;6
3961;F;South;10;Employed;2;Adulti;3;4;3;3,33;0;0;0;0;1;1;1;3;1;1;1;1;1;0;2;1;8
3962;M;North-west;50;Employed;2;Adulti;2;5;5;4;0;1;0;0;0;1;1;3;1;1;0;1;1;0;0;1;5
3963;M;South;50;Unable to work;3;Anziani;4;4;2;3,33;1;1;1;1;1;1;1;7;0;0;0;1;0;0;0;1;2
3964;F;North-west;70;Retired;3;Anziani;4;2;3;3;1;1;1;0;0;1;0;4;1;1;1;1;1;1;0;1;7
3965;M;North-west;50;Employed;2;Adulti;3;3;4;3,33;0;1;1;0;1;1;0;4;1;1;1;1;1;0;0;1;6
3966;F;Centre;40;Employed;2;Adulti;3;3;3;3;0;1;1;0;0;0;0;2;1;1;0;0;1;0;0;0;3
3967;M;North-west;30;Employed;1;Giovani;3;3;4;3,33;0;1;0;0;1;1;1;4;1;1;0;0;0;0;0;1;3
3968;F;Islands;50;Unemployed;2;Adulti;3;4;3;3,33;1;1;0;0;0;0;0;2;1;1;1;1;1;1;1;1;8
3969;F;North-west;50;Student;1;Giovani;3;4;4;3,67;1;0;1;0;1;0;0;3;0;1;0;0;0;0;1;1;3
3970;F;North-west;40;Employed;1;Giovani;5;3;3;3,67;0;1;0;0;0;0;0;1;1;1;0;1;0;1;2;1;7
3971;M;South;50;Employed;2;Adulti;3;1;2;2;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;1;5
3972;F;North-west;30;Employed;1;Giovani;5;3;2;3,33;1;1;1;0;0;1;1;5;1;1;0;1;1;1;0;1;6
3973;M;North-west;50;Retired;3;Anziani;2;3;3;2,67;0;1;1;1;1;1;1;6;1;1;0;1;0;0;0;1;4
3974;M;North-west;50;Employed;2;Adulti;3;3;2;2,67;1;1;1;1;1;1;0;6;1;1;1;1;1;1;0;1;7
3975;F;North-west;50;Employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
3976;M;North-east;40;Retired;3;Anziani;1;3;3;2,33;1;1;1;0;1;1;1;6;0;0;0;1;0;0;0;1;2
3977;F;North-east;50;Self-employed;2;Adulti;3;3;3;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
3978;F;North-west;30;Employed;1;Giovani;5;3;4;4;1;1;0;0;0;1;0;3;1;1;1;0;0;1;0;1;5
3979;M;North-west;70;Unemployed;2;Adulti;1;3;3;2,33;0;0;0;0;1;0;1;2;1;1;1;1;0;0;2;0;6
3980;F;North-west;50;Employed;1;Giovani;3;4;4;3,67;0;1;0;0;0;1;0;2;1;1;0;1;0;0;0;1;4
3981;M;North-west;50;Employed;1;Giovani;4;4;4;4;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
3982;M;North-west;60;Retired;3;Anziani;2;3;4;3;1;1;1;0;0;1;1;5;0;1;1;1;0;0;0;1;4
3983;M;North-west;50;Self-employed;2;Adulti;5;3;4;4;0;1;1;0;1;1;1;5;1;1;1;1;1;1;1;1;8
3984;M;North-west;70;Retired;3;Anziani;5;4;4;4,33;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;5
3985;F;North-west;30;Employed;1;Giovani;5;4;4;4,33;1;0;1;0;0;0;0;2;1;1;1;1;1;1;1;1;8
3986;M;South;50;Employed;1;Giovani;3;3;2;2,67;1;1;0;0;1;1;0;4;1;1;1;1;1;1;0;1;7
3987;M;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;0;0;1;1;0;4;1;0;0;1;1;0;0;1;4
3988;F;South;50;Employed;1;Giovani;2;3;2;2,33;1;1;1;0;0;0;1;4;1;1;0;0;1;1;0;1;5
3989;M;North-east;50;Employed;2;Adulti;5;5;5;5;1;1;1;0;1;1;0;5;1;1;0;1;1;0;0;1;5
3990;F;Centre;30;Employed;1;Giovani;4;4;4;4;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8
3991;M;North-west;30;Student;1;Giovani;2;2;3;2,33;1;1;1;0;0;1;1;5;0;1;1;0;1;1;1;1;6
3992;F;South;20;Employed;1;Giovani;1;3;2;2;1;1;1;1;0;1;0;5;0;1;1;0;0;0;1;0;3
3993;F;North-west;30;Employed;1;Giovani;2;4;4;3,33;0;1;1;0;1;1;0;4;1;1;0;1;1;1;0;1;6
3994;F;Centre;50;Homemaker;3;Anziani;3;3;3;3;1;1;1;0;0;0;0;3;0;0;1;1;0;0;0;1;3
3995;F;North-west;50;Homemaker;1;Giovani;1;4;5;3,33;1;1;1;0;0;0;0;3;1;1;1;1;1;1;0;1;7
3996;F;South;10;Retired;3;Anziani;4;4;4;4;1;1;1;0;1;1;1;6;1;1;1;1;1;1;1;1;8
3997;F;North-east;80;Retired;3;Anziani;5;5;5;5;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;6
3998;F;North-west;50;Student;1;Giovani;3;3;3;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
3999;F;North-east;40;Employed;2;Adulti;3;3;3;3;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;1;1
4000;F;North-west;50;Employed;2;Adulti;4;4;4;4;0;1;1;0;1;1;1;5;1;1;0;1;1;0;1;1;6
4001;M;North-west;30;Employed;1;Giovani;5;3;3;3,67;0;1;1;0;0;1;1;4;1;0;0;0;1;1;0;1;4
4002;M;North-west;50;Retired;3;Anziani;2;4;4;3,33;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
4003;F;North-west;50;Employed;3;Anziani;3;3;3;3;1;0;0;0;0;0;1;2;1;1;1;0;0;0;0;1;4
4004;F;North-west;50;Employed;2;Adulti;3;3;3;3;0;1;1;0;1;1;1;5;1;1;1;1;1;0;0;1;6
4005;F;North-east;50;Employed;1;Giovani;3;3;2;2,67;0;1;1;1;1;1;0;5;1;1;1;1;0;1;0;1;6
4006;M;North-west;50;Employed;1;Giovani;3;2;1;2;0;1;1;1;1;1;0;5;1;1;1;1;1;0;2;1;8
4007;M;North-west;50;Employed;1;Giovani;3;4;5;4;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
4008;F;North-west;30;Employed;2;Adulti;2;3;3;2,67;1;1;1;0;1;1;1;6;1;1;0;1;1;0;0;0;4
4009;M;North-west;50;Employed;1;Giovani;3;5;5;4,33;1;1;1;0;1;1;1;6;1;1;1;1;0;1;0;1;6
4010;M;North-west;50;Employed;2;Adulti;2;4;4;3,33;1;1;1;0;1;1;0;5;1;1;1;1;1;1;0;0;6
4011;M;North-west;50;Employed;1;Giovani;1;3;4;2,67;1;1;0;0;1;1;0;4;1;1;0;1;1;0;0;1;5
4012;F;North-east;50;Student;1;Giovani;3;1;3;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
4013;F;North-east;50;Retired;3;Anziani;3;4;4;3,67;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;5
4014;F;North-west;40;Employed;2;Adulti;3;4;3;3,33;0;0;0;0;1;1;1;3;1;1;0;1;0;0;0;0;3
4015;F;South;40;Self-employed;2;Adulti;2;4;5;3,67;1;1;1;1;1;1;1;7;1;1;1;0;1;0;1;0;5
4016;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;5
4017;M;North-west;10;Employed;2;Adulti;5;5;5;5;1;1;1;1;1;1;1;7;1;1;1;1;1;1;2;1;9
4018;M;North-west;50;Retired;3;Anziani;3;2;2;2,33;1;1;1;1;1;1;1;7;1;1;1;1;1;0;2;0;7
4019;M;North-west;50;Employed;2;Adulti;3;3;3;3;1;1;0;0;0;0;1;3;0;1;0;0;0;0;0;1;2
4020;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;1;0;0;1;1;1;5;1;1;0;1;1;1;0;1;6
4021;M;North-west;50;Employed;1;Giovani;3;4;3;3,33;1;1;1;0;1;1;0;5;1;1;1;1;0;0;0;1;5
4022;F;Centre;30;Employed;2;Adulti;3;3;3;3;1;1;1;0;0;0;1;4;1;1;1;1;1;1;0;1;7
4023;F;North-west;60;Self-employed;2;Adulti;4;3;4;3,67;0;1;0;0;0;1;0;2;1;1;1;1;1;1;0;1;7
4024;F;South;50;Retired;3;Anziani;2;1;2;1,67;0;1;1;0;0;1;1;4;1;1;1;1;1;1;0;1;7
4025;M;Islands;20;Employed;1;Giovani;3;3;5;3,67;1;0;1;0;1;1;1;5;1;1;0;0;0;0;2;0;4
4026;F;North-west;70;Employed;2;Adulti;5;5;5;5;1;0;0;0;0;1;1;3;1;1;0;1;1;1;0;1;6
4027;F;Centre;50;Homemaker;2;Adulti;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;0;0;0;0;0;1;3
4028;F;South;50;Employed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
4029;M;North-west;90;Self-employed;2;Adulti;4;4;2;3,33;1;1;0;0;1;1;1;5;1;1;1;0;1;1;0;0;5
4030;F;Centre;60;Student;1;Giovani;3;3;3;3;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;1;1
4031;F;Islands;40;Student;1;Giovani;4;3;3;3,33;0;1;1;1;1;1;0;5;0;1;1;1;1;1;1;1;7
4032;F;Centre;50;Employed;1;Giovani;3;3;2;2,67;1;1;1;1;1;1;0;6;1;1;0;1;1;0;0;1;5
4033;F;North-west;60;Self-employed;3;Anziani;5;3;4;4;1;1;0;0;1;1;0;4;1;1;1;1;0;0;0;1;5
4034;F;North-west;20;Employed;1;Giovani;4;3;1;2,67;1;1;1;0;1;1;0;5;1;1;1;1;1;1;0;1;7
4035;M;Islands;60;Student;1;Giovani;2;2;4;2,67;1;1;1;0;1;1;0;5;1;1;1;0;0;1;2;1;7
4036;M;North-east;50;Employed;2;Adulti;2;4;4;3,33;1;1;1;0;1;1;1;6;1;1;1;1;1;0;0;1;6
4037;M;North-west;50;Employed;1;Giovani;4;3;3;3,33;1;1;0;0;0;1;0;3;1;1;0;1;0;0;1;1;5
4038;F;Centre;50;Employed;3;Anziani;2;4;4;3,33;1;0;1;0;0;0;0;2;1;0;1;1;1;1;0;1;6
4039;F;South;50;Employed;2;Adulti;3;3;3;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
4040;M;North-east;50;Employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;0;1;1;1;0;1;6
4041;M;North-west;50;Self-employed;1;Giovani;4;3;3;3,33;0;1;0;0;1;1;0;3;1;1;0;1;0;1;0;1;5
4042;M;North-west;50;Employed;1;Giovani;2;2;2;2;0;1;1;0;1;1;1;5;1;1;1;1;1;1;0;1;7
4043;M;North-west;50;Self-employed;2;Adulti;2;3;3;2,67;0;1;1;0;0;0;1;3;1;1;0;1;1;0;0;1;5
4044;F;North-west;20;Employed;2;Adulti;1;3;3;2,33;0;1;1;0;0;0;0;2;1;1;1;1;0;0;1;1;6
4045;F;South;90;Homemaker;3;Anziani;5;2;2;3;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
4046;F;North-west;30;Employed;1;Giovani;2;2;3;2,33;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
4047;F;South;20;Employed;1;Giovani;2;3;3;2,67;1;1;1;1;1;1;0;6;1;0;1;1;0;1;0;1;5
4048;F;North-west;30;Employed;1;Giovani;4;4;2;3,33;1;1;1;0;1;1;1;6;1;1;1;1;0;1;0;1;6
4049;M;North-west;30;Self-employed;2;Adulti;1;1;4;2;1;1;0;0;1;1;0;4;1;1;0;1;1;0;2;0;6
4050;F;Centre;50;Employed;2;Adulti;4;3;4;3,67;1;1;1;1;1;1;0;6;1;1;0;1;0;0;0;1;4
4051;F;North-east;40;Employed;2;Adulti;4;4;4;4;1;1;1;0;1;1;0;5;1;1;0;1;0;0;0;1;4
4052;F;South;50;Employed;2;Adulti;3;3;3;3;0;1;1;1;0;0;0;3;1;0;0;0;0;0;0;1;2
4053;M;North-east;40;Employed;2;Adulti;4;4;4;4;1;1;1;1;0;1;0;5;1;1;1;1;0;0;1;1;6
4054;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;0;0;0;0;1;1;3;1;1;0;1;1;0;0;1;5
4055;F;Islands;60;Unemployed;1;Giovani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
4056;F;North-west;50;Employed;1;Giovani;3;4;5;4;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
4057;M;North-west;50;Employed;1;Giovani;3;3;2;2,67;1;1;1;0;1;1;0;5;1;1;0;0;1;0;0;1;4
4058;M;South;50;Unemployed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
4059;M;North-west;60;Employed;2;Adulti;3;5;5;4,33;1;1;0;0;0;1;0;3;1;1;0;1;1;0;0;1;5
4060;F;North-west;20;Homemaker;2;Adulti;2;3;3;2,67;0;1;0;0;0;1;0;2;1;1;0;0;0;0;0;1;3
4061;M;North-west;60;Employed;1;Giovani;5;3;3;3,67;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
4062;M;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;0;1;1;0;5;0;0;1;0;0;0;0;1;2
4063;F;North-east;50;Employed;1;Giovani;2;2;3;2,33;1;1;1;0;1;1;1;6;1;1;0;1;1;1;0;1;6
4064;M;North-east;70;Employed;2;Adulti;5;5;5;5;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;5
4065;M;North-east;40;Employed;2;Adulti;4;3;3;3,33;1;1;1;0;1;1;0;5;1;1;0;1;0;0;0;1;4
4066;F;South;40;Student;1;Giovani;3;3;3;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
4067;M;North-west;10;Employed;2;Adulti;5;3;3;3,67;1;1;0;0;0;1;1;4;1;1;0;1;0;0;0;1;4
4068;F;North-west;60;Employed;2;Adulti;4;4;4;4;1;1;1;0;1;1;0;5;1;1;0;0;1;0;0;1;4
4069;M;South;50;Student;1;Giovani;5;1;1;2,33;1;0;1;0;0;0;1;3;0;1;0;0;0;0;1;1;3
4070;F;South;30;Employed;1;Giovani;4;2;4;3,33;1;1;1;0;0;1;0;4;1;1;1;1;1;1;0;1;7
4071;F;Centre;70;Self-employed;2;Adulti;2;3;4;3;0;1;0;0;1;1;1;4;1;1;1;1;1;1;0;0;6
4072;F;Centre;50;Employed;1;Giovani;3;4;4;3,67;0;1;0;0;1;1;0;3;1;1;0;1;1;1;0;1;6
4073;F;North-west;50;Homemaker;2;Adulti;3;2;3;2,67;0;1;1;0;0;0;1;3;1;1;0;0;1;0;0;1;4
4074;F;Centre;50;Employed;2;Adulti;3;3;3;3;0;0;0;0;0;1;1;2;1;0;1;1;1;0;0;1;5
4075;M;North-west;50;Retired;3;Anziani;2;4;4;3,33;0;0;0;0;1;1;0;2;0;1;1;1;1;0;0;1;5
4076;F;South;30;Employed;1;Giovani;2;3;4;3;0;1;1;0;1;1;0;4;1;1;0;1;1;1;2;1;8
4077;M;North-east;50;Employed;2;Adulti;4;2;3;3;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;4
4078;M;North-west;50;Employed;2;Adulti;3;2;2;2,33;1;1;0;0;0;1;0;3;1;1;1;1;1;1;0;1;7
4079;F;Islands;60;Homemaker;3;Anziani;3;4;3;3,33;1;1;1;0;0;0;0;3;1;0;1;0;1;0;0;1;4
4080;F;North-east;70;Retired;3;Anziani;3;3;4;3,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
4081;M;North-west;30;Self-employed;2;Adulti;3;3;3;3;0;0;0;0;1;1;0;2;1;1;0;1;1;0;0;1;5
4082;M;Centre;20;Self-employed;2;Adulti;4;3;3;3,33;1;0;0;0;0;1;1;3;1;1;1;0;1;0;1;1;6
4083;F;North-west;50;Employed;1;Giovani;3;5;5;4,33;1;1;1;0;1;1;1;6;1;1;0;0;1;0;0;1;4
4084;M;North-east;20;Employed;2;Adulti;5;3;3;3,67;1;1;0;0;0;1;1;4;1;1;0;1;0;0;0;1;4
4085;F;North-west;70;Homemaker;1;Giovani;3;1;5;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
4086;M;North-east;50;Employed;1;Giovani;4;2;2;2,67;1;1;1;0;1;1;0;5;1;1;1;1;1;1;0;1;7
4087;M;North-west;50;Employed;2;Adulti;3;3;2;2,67;1;0;1;1;0;1;1;5;1;1;1;1;1;1;1;1;8
4088;M;North-west;50;Employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
4089;F;North-west;90;Retired;3;Anziani;1;1;5;2,33;1;1;0;0;1;1;0;4;1;1;0;1;1;0;0;1;5
4090;M;North-west;50;Self-employed;2;Adulti;3;3;3;3;0;1;1;0;1;1;1;5;1;0;0;1;1;0;1;1;5
4091;M;North-west;50;Retired;3;Anziani;3;4;4;3,67;1;1;1;0;1;1;0;5;1;1;0;1;1;0;0;1;5
4092;M;North-west;50;Retired;3;Anziani;4;3;3;3,33;1;1;1;1;1;1;1;7;1;1;0;1;0;0;1;1;5
4093;M;North-west;30;Employed;2;Adulti;1;4;3;2,67;1;1;0;0;1;1;0;4;1;0;0;1;1;1;2;1;7
4094;M;North-west;50;Retired;3;Anziani;2;3;3;2,67;1;1;1;1;1;1;1;7;1;1;1;1;1;0;1;0;6
4095;F;Centre;30;Student;1;Giovani;5;5;2;4;1;1;1;0;0;1;1;5;0;0;1;0;0;1;0;1;3
4096;M;North-west;50;Employed;1;Giovani;4;4;4;4;0;1;1;0;1;1;1;5;1;0;1;1;1;1;1;1;7
4097;M;North-west;40;Employed;2;Adulti;4;4;4;4;1;1;1;0;0;1;0;4;1;1;1;1;0;1;0;1;6
4098;M;North-west;50;Retired;3;Anziani;3;5;5;4,33;0;1;1;0;1;1;1;5;1;0;1;1;0;0;1;1;5
4099;M;North-west;50;Employed;1;Giovani;3;2;3;2,67;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;1;3
4100;M;North-west;50;Employed;2;Adulti;5;5;5;5;0;1;1;0;0;1;0;3;1;1;0;1;1;1;0;1;6
4101;F;Centre;70;Retired;3;Anziani;5;5;5;5;0;0;0;0;1;1;0;2;1;1;1;1;1;0;0;1;6
4102;F;North-east;50;Employed;2;Adulti;5;5;5;5;1;1;0;0;0;0;1;3;1;1;0;1;1;0;0;1;5
4103;F;South;50;Employed;1;Giovani;4;3;3;3,33;0;1;0;0;0;1;0;2;1;1;0;1;1;0;0;1;5
4104;M;Islands;70;Unemployed;1;Giovani;1;4;5;3,33;0;1;1;0;1;1;0;4;1;0;0;0;1;1;0;1;4
4105;M;South;50;Retired;3;Anziani;1;3;3;2,33;0;0;0;0;1;1;0;2;1;0;0;1;1;0;0;1;4
4106;F;North-west;70;Homemaker;3;Anziani;4;5;4;4,33;1;1;1;0;1;1;0;5;1;1;1;1;0;0;0;1;5
4107;F;South;50;Employed;1;Giovani;3;4;4;3,67;0;1;0;0;1;0;0;2;1;1;0;1;1;1;0;1;6
4108;M;North-west;50;Employed;2;Adulti;5;5;5;5;1;0;0;0;1;1;1;4;1;1;0;1;1;1;0;1;6
4109;M;Centre;60;Employed;2;Adulti;3;2;4;3;1;1;1;0;0;1;1;5;1;1;0;1;1;1;0;1;6
4110;M;Centre;50;Employed;2;Adulti;3;3;3;3;1;1;1;0;1;1;0;5;0;1;1;1;0;0;0;1;4
4111;F;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;1;1;0;0;5;0;0;1;0;0;0;2;1;4
4112;F;Islands;50;Employed;2;Adulti;3;3;3;3;0;1;1;1;1;0;0;4;0;1;0;1;0;1;0;1;4
4113;M;North-west;50;Self-employed;2;Adulti;3;4;3;3,33;0;1;1;0;1;1;1;5;1;1;1;1;1;0;1;1;7
4114;M;North-west;50;Retired;3;Anziani;4;3;3;3,33;1;1;1;0;0;1;0;4;1;1;1;1;0;1;0;1;6
4115;F;North-west;30;Student;1;Giovani;4;4;3;3,67;0;1;0;0;1;1;0;3;1;1;1;0;1;1;0;1;6
4116;F;North-west;20;Employed;1;Giovani;4;4;4;4;1;1;1;0;1;1;1;6;1;1;1;1;1;1;2;1;9
4117;M;North-east;50;Retired;3;Anziani;2;4;4;3,33;1;1;1;0;1;1;1;6;1;1;1;0;1;0;0;0;4
4118;M;South;50;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
4119;F;Centre;50;Employed;1;Giovani;2;5;5;4;1;1;1;0;0;0;0;3;1;1;0;1;1;0;0;1;5
4120;F;North-west;50;Employed;1;Giovani;3;2;2;2,33;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
4121;M;Centre;50;Retired;3;Anziani;5;4;4;4,33;1;1;1;1;1;1;1;7;1;1;0;1;0;0;0;1;4
4122;M;North-west;100;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;3
4123;M;North-west;60;Retired;3;Anziani;3;4;5;4;0;0;0;0;0;1;1;2;1;1;0;1;0;0;0;1;4
4124;M;North-west;60;Employed;3;Anziani;2;3;3;2,67;1;1;0;0;1;1;0;4;1;1;0;0;1;0;0;1;4
4125;M;South;50;Retired;3;Anziani;5;3;3;3,67;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
4126;F;South;30;Employed;1;Giovani;3;3;3;3;1;0;0;0;0;0;1;2;1;1;1;0;0;1;0;1;5
4127;F;South;90;Homemaker;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
4128;M;Centre;30;Employed;2;Adulti;1;2;4;2,33;1;1;0;0;1;1;0;4;1;0;1;0;1;1;0;1;5
4129;M;North-west;50;Self-employed;2;Adulti;1;3;4;2,67;1;1;1;0;0;1;0;4;1;1;0;1;1;1;0;1;6
4130;M;North-west;50;Employed;1;Giovani;3;3;3;3;1;0;0;0;1;1;0;3;1;1;1;1;0;0;1;1;6
4131;M;North-west;70;Employed;2;Adulti;4;4;4;4;0;1;1;0;1;1;1;5;1;1;0;0;0;0;0;1;3
4132;M;South;50;Employed;1;Giovani;2;2;2;2;1;1;1;0;1;1;1;6;1;0;1;1;1;1;0;1;6
4133;M;North-east;50;Retired;3;Anziani;4;5;5;4,67;1;1;1;1;1;1;1;7;0;0;1;1;1;0;0;1;4
4134;M;Centre;40;Self-employed;1;Giovani;2;3;3;2,67;1;0;0;0;1;1;1;4;1;0;0;1;0;0;0;1;3
4135;M;North-east;60;Employed;2;Adulti;4;4;3;3,67;1;1;1;0;0;0;0;3;1;1;0;0;0;0;0;1;3
4136;M;North-west;50;Student;1;Giovani;2;3;3;2,67;1;1;0;0;1;1;0;4;0;1;1;0;0;0;0;1;3
4137;F;North-west;50;Employed;1;Giovani;3;4;5;4;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
4138;F;North-east;10;Unemployed;2;Adulti;3;3;3;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2
4139;M;South;20;Employed;2;Adulti;2;3;3;2,67;1;1;1;1;1;1;1;7;1;1;0;0;0;1;0;1;4
4140;F;North-east;50;Self-employed;2;Adulti;4;4;4;4;1;1;1;1;1;1;0;6;0;1;1;1;1;0;1;1;6
4141;M;North-west;20;Employed;2;Adulti;2;3;2;2,33;1;1;0;0;0;1;1;4;1;1;1;1;0;1;0;1;6
4142;M;North-east;50;Employed;3;Anziani;3;5;5;4,33;1;1;1;1;1;1;1;7;1;0;1;1;1;0;0;0;4
